name,state,ingredients,calories_per_100g,spice_level,sweet_level,salty_level,sour_level,bitter_level,taste(0/1),prep_time,cook_time,diet_type_veg,diet_type_nonveg,diet_type_fast,diet_type_jain,diet_type_halal,meal_breakfast,meal_brunch,meal_lunch,meal_snack,meal_dinner,course_soup,course_salad,course_appetizer(starter),course_maincourse,course_sidedish,course_dessert,course_beverage,popularity,health_score,clean_name,clean_ingredients,popularity_score,cluster
Monpa Buckwheat Pancakes,Arunachal Pradesh,"buckwheat flour, eggs, milk",180,0.1,0.3,0.4,0.1,0.2,1,15,20,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,med,0.7,monpa buckwheat pancakes,buckwheat flour,0.5,7
Nocte Wild Berry Compote,Arunachal Pradesh,"wild berries, sugar, lemon juice",120,0.1,0.9,0.1,0.6,0.2,1,10,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.7,nocte wild berry compote,wild berries,0.9,2
Idu Mishmi Rice Wine,Arunachal Pradesh,"rice, yeast, water",100,0.1,0.4,0.1,0.3,0.2,1,30,2880,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,high,0.3,idu mishmi rice wine,rice,0.9,5
Khamba Sesame Brittle,Arunachal Pradesh,"sesame seeds, jaggery, butter",400,0.1,0.8,0.2,0.1,0.3,1,15,30,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,med,0.5,khamba sesame brittle,sesame seeds,0.5,3
Puroik Pine Needle Tea,Arunachal Pradesh,"pine needles, honey, lemon",30,0.1,0.3,0.1,0.4,0.5,1,5,10,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,low,0.9,puroik pine needle tea,pine needles,0.3,2
Aka Bamboo Shoot Beer,Arunachal Pradesh,"fermented bamboo shoots, rice, water",80,0.2,0.3,0.2,0.6,0.4,1,30,2160,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,med,0.4,aka bamboo shoot beer,fermented bamboo shoots,0.5,2
Miji Taro Chips,Arunachal Pradesh,"taro, salt, spices",180,0.5,0.1,0.8,0.1,0.2,1,20,30,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,high,0.5,miji taro chips,taro,0.9,0
Tangsa Dried Fish Chutney,Arunachal Pradesh,"dried fish, chili, herbs",110,0.9,0.1,1.0,0.4,0.2,1,15,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,med,0.6,tangsa dried fish chutney,dried fish,0.5,13
Sherdukpen Yak Butter Tea,Arunachal Pradesh,"black tea, yak butter, salt",180,0.1,0.2,0.8,0.1,0.3,1,10,15,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,high,0.5,sherdukpen yak butter tea,black tea,0.9,0
Bugun Nettle Pakora,Arunachal Pradesh,"stinging nettles, gram flour, spices",150,0.6,0.1,0.7,0.2,0.4,1,20,15,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,med,0.7,bugun nettle pakora,stinging nettles,0.5,11
Koro Wild Plum Wine,Arunachal Pradesh,"wild plums, sugar, yeast",120,0.1,0.6,0.1,0.7,0.2,1,30,4320,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,med,0.4,koro wild plum wine,wild plums,0.5,2
Pasi Smoked Tofu Curry,Arunachal Pradesh,"smoked tofu, vegetables, spices",140,0.7,0.1,0.8,0.3,0.2,1,20,40,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,low,0.8,pasi smoked tofu curry,smoked tofu,0.3,8
Singpho Black Rice Pudding,Arunachal Pradesh,"black rice, coconut milk, palm sugar",200,0.1,0.8,0.2,0.1,0.2,1,15,40,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.6,singpho black rice pudding,black rice,0.5,1
Memba Dried Yak Meat Soup,Arunachal Pradesh,"dried yak meat, vegetables, barley",160,0.5,0.1,0.8,0.2,0.3,1,20,60,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,med,0.6,memba dried yak meat soup,dried yak meat,0.5,13
Idu Crab Apple Chutney,Arunachal Pradesh,"crab apples, sugar, spices",90,0.4,0.6,0.3,0.8,0.3,1,20,30,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,low,0.7,idu crab apple chutney,crab apples,0.3,2
Digaru Mishmi Wild Honey Cake,Arunachal Pradesh,"wild honey, flour, eggs",250,0.1,0.8,0.2,0.3,0.1,1,30,45,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.5,digaru mishmi wild honey cake,wild honey,0.5,3
Ashing Acorn Coffee,Arunachal Pradesh,"roasted acorns, water",40,0.2,0.1,0.1,0.3,0.7,1,20,15,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,low,0.8,ashing acorn coffee,roasted acorns,0.3,11
Khowa Fermented Millet Porridge,Arunachal Pradesh,"fermented millet, water, salt",130,0.2,0.3,0.5,0.4,0.2,1,10,20,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,med,0.7,khowa fermented millet porridge,fermented millet,0.5,10
Sulung Bamboo Shoot Pickle,Arunachal Pradesh,"bamboo shoots, vinegar, spices",60,0.8,0.1,0.9,0.8,0.3,1,30,1440,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,high,0.6,sulung bamboo shoot pickle,bamboo shoots,0.9,12
Hrusso Wild Boar Bacon,Arunachal Pradesh,"wild boar belly, salt, smoke",350,0.3,0.1,1.0,0.1,0.2,1,20,240,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,high,0.3,hrusso wild boar bacon,wild boar belly,0.9,0
Meyor Seabuckthorn Sorbet,Arunachal Pradesh,"seabuckthorn berries, sugar, water",100,0.1,0.7,0.1,0.9,0.3,1,20,240,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.7,meyor seabuckthorn sorbet,seabuckthorn berries,0.5,2
Sajolang Fermented Soybean Soup,Arunachal Pradesh,"fermented soybeans, vegetables, spices",120,0.7,0.1,0.8,0.5,0.4,1,15,30,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,med,0.7,sajolang fermented soybean soup,fermented soybeans,0.5,8
Yobin Tree Tomato Curry,Arunachal Pradesh,"tree tomatoes, coconut milk, spices",130,0.6,0.3,0.7,0.6,0.2,1,20,40,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,low,0.8,yobin tree tomato curry,tree tomatoes,0.3,8
Longphi Mithun Milk Cheese,Arunachal Pradesh,"mithun milk, salt, herbs",280,0.2,0.1,0.9,0.3,0.2,1,30,1440,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,low,0.5,longphi mithun milk cheese,mithun milk,0.3,10
Pailibo Wild Rose Hip Tea,Arunachal Pradesh,"wild rose hips, honey, water",40,0.1,0.4,0.1,0.7,0.2,1,10,15,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,med,0.9,pailibo wild rose hip tea,wild rose hips,0.5,2
Tai Khamti Sticky Rice Wine,Arunachal Pradesh,"sticky rice, yeast, water",110,0.1,0.5,0.1,0.3,0.2,1,30,2880,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,high,0.3,tai khamti sticky rice wine,sticky rice,0.9,1
Nyishi Bamboo Shoot Frittata,Arunachal Pradesh,"eggs, bamboo shoots, herbs",160,0.4,0.1,0.7,0.3,0.2,1,15,20,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,med,0.7,nyishi bamboo shoot frittata,eggs,0.5,10
Tawang Yak Cheese Dumplings,Arunachal Pradesh,"yak cheese, flour, herbs",220,0.3,0.2,0.8,0.2,0.1,1,40,30,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,high,0.6,tawang yak cheese dumplings,yak cheese,0.9,10
Ziro Valley Kiwi Wine,Arunachal Pradesh,"kiwi fruit, sugar, yeast",90,0.1,0.6,0.1,0.8,0.2,1,30,4320,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,med,0.5,ziro valley kiwi wine,kiwi fruit,0.5,2
Siang River Carp Stew,Arunachal Pradesh,"carp, vegetables, local herbs",140,0.5,0.1,0.7,0.3,0.2,1,30,50,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8,siang river carp stew,carp,0.9,0
Lohit Valley Pumpkin Halwa,Arunachal Pradesh,"pumpkin, sugar, ghee",220,0.1,0.9,0.2,0.3,0.1,1,20,40,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.5,lohit valley pumpkin halwa,pumpkin,0.5,3
Gongura Pachadi,Andhra Pradesh,"gongura leaves, red chili, garlic",80,0.8,0.1,0.7,0.9,0.2,1,20,15,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,high,0.8,gongura pachadi,gongura leaves,0.9,12
Pesarattu,Andhra Pradesh,"green gram, rice, spices",180,0.4,0.1,0.5,0.1,0.1,1,120,10,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,high,0.8,pesarattu,green,0.9,0
Gutti Vankaya Kura,Andhra Pradesh,"eggplant, peanuts, tamarind, spices",130,0.7,0.1,0.6,0.5,0.2,1,30,40,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,gutti vankaya kura,eggplant,0.9,8
Andhra Style Chicken Curry,Andhra Pradesh,"chicken, onion, tomato, spices",200,0.9,0.1,0.7,0.3,0.1,1,20,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,andhra style chicken curry,chicken,0.9,9
Pootharekulu,Andhra Pradesh,"rice flour, sugar, ghee",350,0.1,0.9,0.1,0.1,0.1,1,30,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.4,pootharekulu,rice flour,0.5,1
Pulihora,Andhra Pradesh,"rice, tamarind, peanuts, spices",220,0.6,0.1,0.7,0.8,0.1,1,15,30,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,pulihora,rice,0.9,5
Bendakaya Pulusu,Andhra Pradesh,"okra, tamarind, spices",90,0.6,0.1,0.6,0.7,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8,bendakaya pulusu,okra,0.5,12
Andhra Pappu,Andhra Pradesh,"toor dal, spinach, spices",140,0.4,0.1,0.5,0.1,0.1,1,10,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.9,andhra pappu,toor dal,0.9,0
Nellore Chepala Pulusu,Andhra Pradesh,"fish, tamarind, spices",160,0.8,0.1,0.7,0.8,0.1,1,20,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,nellore chepala pulusu,fish,0.9,12
Andhra Garelu,Andhra Pradesh,"urad dal, spices",280,0.5,0.1,0.6,0.1,0.1,1,120,15,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,high,0.5,andhra garelu,urad dal,0.9,0
Kodi Guddu Pulusu,Andhra Pradesh,"eggs, tamarind, spices",180,0.7,0.1,0.7,0.8,0.1,1,10,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7,kodi guddu pulusu,eggs,0.5,12
Atukula Upma,Andhra Pradesh,"flattened rice, peanuts, spices",180,0.4,0.1,0.6,0.1,0.1,1,10,20,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,high,0.7,atukula upma,flattened rice,0.9,5
Andhra Chicken Biryani,Andhra Pradesh,"rice, chicken, spices",250,0.8,0.1,0.7,0.2,0.1,1,30,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,andhra chicken biryani,rice,0.9,5
Gongura Mamsam,Andhra Pradesh,"mutton, gongura leaves, spices",220,0.9,0.1,0.7,0.8,0.2,1,30,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,gongura mamsam,mutton,0.9,12
Andhra Chana Dal Vada,Andhra Pradesh,"chana dal, spices",260,0.6,0.1,0.7,0.1,0.1,1,120,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.6,andhra chana dal vada,chana dal,0.5,10
Majjiga Pulusu,Andhra Pradesh,"buttermilk, cucumber, spices",70,0.5,0.1,0.5,0.7,0.1,1,15,20,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,med,0.8,majjiga pulusu,buttermilk,0.5,8
Andhra Coconut Rice,Andhra Pradesh,"rice, coconut, spices",220,0.5,0.2,0.6,0.1,0.1,1,10,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,andhra coconut rice,rice,0.9,5
Punugulu,Andhra Pradesh,"rice, urad dal batter, spices",200,0.6,0.1,0.7,0.1,0.1,1,30,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.5,punugulu,rice,0.9,5
Andhra Tomato Pappu,Andhra Pradesh,"toor dal, tomatoes, spices",130,0.5,0.1,0.6,0.5,0.1,1,10,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8,andhra tomato pappu,toor dal,0.9,8
Miriyala Charu,Andhra Pradesh,"pepper, tamarind, spices",80,0.9,0.1,0.6,0.7,0.2,1,10,25,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,med,0.7,miriyala charu,pepper,0.5,12
Andhra Thotakura Kura,Andhra Pradesh,"amaranth leaves, dal, spices",90,0.5,0.1,0.6,0.2,0.3,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.9,andhra thotakura kura,amaranth leaves,0.9,11
Andhra Kodi Kura,Andhra Pradesh,"chicken, onion, spices",190,0.8,0.1,0.7,0.2,0.1,1,20,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,andhra kodi kura,chicken,0.9,9
Andhra Boorelu,Andhra Pradesh,"black gram, jaggery",300,0.1,0.8,0.2,0.1,0.1,1,30,20,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.5,andhra boorelu,black,0.9,3
Andhra Muddapappu,Andhra Pradesh,"toor dal, ghee",180,0.2,0.1,0.5,0.1,0.1,1,10,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8,andhra muddapappu,toor dal,0.9,0
Andhra Royyala Iguru,Andhra Pradesh,"prawns, onion, spices",160,0.8,0.1,0.7,0.2,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,andhra royyala iguru,prawns,0.9,13
Andhra Aratikaya Vepudu,Andhra Pradesh,"raw banana, spices",140,0.6,0.1,0.6,0.1,0.2,1,15,20,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.7,andhra aratikaya vepudu,raw banana,0.5,10
Andhra Ulava Charu,Andhra Pradesh,"horse gram, tamarind, spices",100,0.7,0.1,0.6,0.7,0.2,1,120,40,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,med,0.8,andhra ulava charu,horse,0.5,12
Andhra Beerakaya Pappu,Andhra Pradesh,"ridge gourd, toor dal, spices",120,0.4,0.1,0.5,0.2,0.1,1,15,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8,andhra beerakaya pappu,ridge gourd,0.9,0
Andhra Pachadi,Andhra Pradesh,"vegetables, yogurt, spices",80,0.6,0.1,0.5,0.6,0.1,1,15,10,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,high,0.8,andhra pachadi,vegetables,0.9,10
Andhra Chepa Vepudu,Andhra Pradesh,"fish, spices",180,0.8,0.1,0.7,0.2,0.1,1,15,25,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,andhra chepa vepudu,fish,0.9,13
Andhra Mamidikaya Pappu,Andhra Pradesh,"raw mango, toor dal, spices",130,0.5,0.2,0.6,0.7,0.1,1,15,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8,andhra mamidikaya pappu,raw mango,0.9,12
Andhra Dondakaya Vepudu,Andhra Pradesh,"ivy gourd, spices",90,0.6,0.1,0.6,0.2,0.3,1,15,20,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8,andhra dondakaya vepudu,ivy gourd,0.5,11
Andhra Kodi Pulusu,Andhra Pradesh,"chicken, tamarind, spices",180,0.8,0.1,0.7,0.8,0.1,1,20,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,andhra kodi pulusu,chicken,0.9,12
Andhra Vankaya Batani Koora,Andhra Pradesh,"eggplant, green peas, spices",110,0.6,0.1,0.6,0.2,0.2,1,15,30,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8,andhra vankaya batani koora,eggplant,0.9,10
Andhra Pesara Garelu,Andhra Pradesh,"moong dal, spices",240,0.5,0.1,0.6,0.1,0.1,1,120,15,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,high,0.6,andhra pesara garelu,moong dal,0.9,0
Andhra Bendakaya Fry,Andhra Pradesh,"okra, spices",100,0.6,0.1,0.6,0.1,0.1,1,15,20,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8,andhra bendakaya fry,okra,0.9,0
Andhra Kobbari Annam,Andhra Pradesh,"rice, coconut, spices",220,0.3,0.2,0.5,0.1,0.1,1,10,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,andhra kobbari annam,rice,0.9,5
Andhra Mamidikaya Nuvvula Pachadi,Andhra Pradesh,"raw mango, sesame seeds, spices",130,0.7,0.1,0.6,0.8,0.2,1,20,15,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,med,0.7,andhra mamidikaya nuvvula pachadi,raw mango,0.5,12
Andhra Royya Iguru,Andhra Pradesh,"prawns, onion, spices",160,0.8,0.1,0.7,0.2,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,andhra royya iguru,prawns,0.9,13
Andhra Vankaya Masala Curry,Andhra Pradesh,"eggplant, peanuts, spices",140,0.7,0.1,0.6,0.2,0.2,1,20,35,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,andhra vankaya masala curry,eggplant,0.9,10
Ragi Sankati,Andhra Pradesh,"ragi flour, water",150,0.2,0.1,0.3,0.1,0.2,1,10,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.9,ragi sankati,ragi flour,0.5,7
Peanut Chutney,Andhra Pradesh,"peanuts, garlic, spices",280,0.7,0.1,0.8,0.2,0.1,1,10,5,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,high,0.7,peanut chutney,peanuts,0.9,10
Gongura Mutton,Andhra Pradesh,"mutton, gongura leaves, spices",220,0.9,0.1,0.7,0.8,0.2,1,30,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,gongura mutton,mutton,0.9,12
Pesarattu Upma,Andhra Pradesh,"green gram, semolina, spices",200,0.5,0.1,0.6,0.1,0.1,1,20,15,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,high,0.8,pesarattu upma,green,0.9,0
Andhra-style Fish Fry,Andhra Pradesh,"fish, spices, oil",180,0.8,0.1,0.7,0.1,0.1,1,20,15,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,high,0.6,andhra-style fish fry,fish,0.9,13
Gutti Dondakaya,Andhra Pradesh,"ivy gourd, peanuts, spices",110,0.6,0.1,0.7,0.2,0.3,1,25,20,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8,gutti dondakaya,ivy gourd,0.5,11
Mamsam Pulusu,Andhra Pradesh,"mutton, tamarind, spices",190,0.9,0.1,0.7,0.8,0.1,1,30,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,mamsam pulusu,mutton,0.9,12
Gummadikaya Pulusu,Andhra Pradesh,"pumpkin, tamarind, spices",80,0.6,0.2,0.6,0.7,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8,gummadikaya pulusu,pumpkin,0.5,12
Andhra-style Egg Curry,Andhra Pradesh,"eggs, onion, tomato, spices",160,0.8,0.1,0.7,0.3,0.1,1,15,25,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,andhra-style egg curry,eggs,0.9,10
Vepudu Annam,Andhra Pradesh,"rice, spices, oil",220,0.6,0.1,0.7,0.1,0.1,1,10,20,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,vepudu annam,rice,0.9,5
Andhra-style Crab Curry,Andhra Pradesh,"crab, onion, tomato, spices",150,0.9,0.1,0.8,0.3,0.1,1,30,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,andhra-style crab curry,crab,0.9,13
Pesara Pappu,Andhra Pradesh,"moong dal, ghee, spices",180,0.4,0.1,0.6,0.1,0.1,1,10,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8,pesara pappu,moong dal,0.9,0
Andhra-style Mutton Biryani,Andhra Pradesh,"rice, mutton, spices",280,0.9,0.1,0.8,0.2,0.1,1,40,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,andhra-style mutton biryani,rice,0.9,5
Allam Pachadi,Andhra Pradesh,"ginger, tamarind, jaggery",100,0.8,0.3,0.6,0.7,0.2,1,15,10,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,high,0.7,allam pachadi,ginger,0.9,12
Kobbari Annam,Andhra Pradesh,"rice, coconut, spices",230,0.3,0.2,0.5,0.1,0.1,1,10,20,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,kobbari annam,rice,0.9,5
Andhra-style Prawns Masala,Andhra Pradesh,"prawns, onion, tomato, spices",160,0.9,0.1,0.8,0.2,0.1,1,20,25,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,andhra-style prawns masala,prawns,0.9,13
Royyala Vepudu,Andhra Pradesh,"prawns, spices, oil",170,0.9,0.1,0.8,0.1,0.1,1,15,15,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.6,royyala vepudu,prawns,0.9,13
Andhra-style Bottle Gourd Curry,Andhra Pradesh,"bottle gourd, dal, spices",100,0.5,0.1,0.6,0.2,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8,andhra-style bottle gourd curry,bottle gourd,0.5,0
Nellore Chepala Iguru,Andhra Pradesh,"fish, onion, tomato, spices",150,0.8,0.1,0.7,0.3,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,nellore chepala iguru,fish,0.9,13
Andhra-style Mushroom Curry,Andhra Pradesh,"mushrooms, onion, spices",120,0.7,0.1,0.7,0.2,0.1,1,15,25,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.8,andhra-style mushroom curry,mushrooms,0.5,10
Korralu Sankati,Andhra Pradesh,"foxtail millet, water",160,0.2,0.1,0.3,0.1,0.2,1,10,30,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,med,0.9,korralu sankati,foxtail millet,0.5,0
Andhra-style Liver Fry,Andhra Pradesh,"liver, onion, spices",180,0.8,0.1,0.7,0.1,0.2,1,15,20,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,med,0.6,andhra-style liver fry,liver,0.5,13
Vankaya Bathuku,Andhra Pradesh,"eggplant, peanuts, spices",130,0.7,0.1,0.7,0.2,0.2,1,25,30,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.7,vankaya bathuku,eggplant,0.9,10
Andhra-style Chicken 65,Andhra Pradesh,"chicken, spices, oil",220,0.9,0.1,0.8,0.1,0.1,1,30,15,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.5,andhra-style chicken 65,chicken,0.9,9
Menti Kura Pappu,Andhra Pradesh,"fenugreek leaves, dal, spices",140,0.6,0.1,0.6,0.3,0.4,1,15,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8,menti kura pappu,fenugreek leaves,0.5,11
Andhra-style Mutton Soup,Andhra Pradesh,"mutton, spices, vegetables",120,0.7,0.1,0.7,0.2,0.1,1,20,40,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,high,0.7,andhra-style mutton soup,mutton,0.9,4
Kakarakaya Vepudu,Andhra Pradesh,"bitter gourd, spices, oil",90,0.7,0.1,0.6,0.2,0.9,1,15,20,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8,kakarakaya vepudu,bitter gourd,0.5,6
Andhra-style Quail Roast,Andhra Pradesh,"quail, spices, oil",200,0.8,0.1,0.7,0.1,0.1,1,30,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.6,andhra-style quail roast,quail,0.5,13
Vankaya Perugu Pachadi,Andhra Pradesh,"eggplant, yogurt, spices",80,0.5,0.1,0.5,0.6,0.2,1,15,10,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,med,0.8,vankaya perugu pachadi,eggplant,0.5,8
Andhra-style Crab Masala,Andhra Pradesh,"crab, onion, tomato, spices",160,0.9,0.1,0.8,0.2,0.1,1,30,35,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,andhra-style crab masala,crab,0.9,13
Thotakura Mudda Koora,Andhra Pradesh,"amaranth leaves, dal, spices",100,0.5,0.1,0.6,0.3,0.3,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.9,thotakura mudda koora,amaranth leaves,0.9,11
Andhra-style Keema,Andhra Pradesh,"minced meat, onion, spices",200,0.8,0.1,0.7,0.2,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,andhra-style keema,minced meat,0.9,13
Dosakaya Pachadi,Andhra Pradesh,"yellow cucumber, spices",70,0.6,0.2,0.6,0.7,0.2,1,15,10,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,med,0.8,dosakaya pachadi,yellow cucumber,0.5,12
Andhra-style Fish Pulusu,Andhra Pradesh,"fish, tamarind, spices",140,0.8,0.1,0.7,0.8,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,andhra-style fish pulusu,fish,0.9,12
Mirapakaya Bajji,Andhra Pradesh,"chili peppers, gram flour, spices",180,0.9,0.1,0.6,0.1,0.3,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.5,mirapakaya bajji,chili peppers,0.9,10
Andhra-style Mutton Chops,Andhra Pradesh,"mutton chops, spices, oil",230,0.9,0.1,0.8,0.1,0.1,1,30,25,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,high,0.5,andhra-style mutton chops,mutton chops,0.9,4
Alam Vankaya Koora,Andhra Pradesh,"potato, eggplant, spices",120,0.6,0.1,0.7,0.2,0.2,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.7,alam vankaya koora,potato,0.9,10
Andhra-style Chicken Majestic,Andhra Pradesh,"chicken, yogurt, spices",190,0.8,0.1,0.7,0.3,0.1,1,30,20,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.6,andhra-style chicken majestic,chicken,0.9,9
